content,score,label_sentiment,label_topic
tốt,5,2,0
quá tệ,1,0,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
sao mình tải sacom pay về không được,2,0,0
rất tốt,5,2,0
tốt,5,2,0
rất tốt,5,2,0
tốt,5,2,0
quá tệ,1,0,0
ông nội nào làm tổng giám đốc nghỉ dùm cái chưa thấy cái ứng dụng nào ức chế như ứng dụng này,1,0,0
rất hay bảo trì cực kỳ bất tiện,1,0,0
nhanh gọn lẹ uy tín,5,2,0
tốt,5,2,0
đang sử sụng ngon lành hệ thống tốt tự nhiên bắt sử dụng qua sacombank pay ngân hàng như cái lol mất dữ liệu hết,1,0,0
trải nghiệm tệ,1,0,0
quite good,4,2,3
rất tốt và rất thích ứng dụng này vì dễ và tiện sử dụng nhưng khi sử dụng sacombankpay thi không thích tệ,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
,4,2,0
bạn cho mình hỏi tài khoản của mình đang ở nước ngoài cạp nhật sinh trắc học không được hả bạn,1,0,0
tốt trái niệm rất tốt,5,2,0
sacombank pay thì xài không được lên ngân hàng thì xếp hàng sáng đến chiều để đk tk chả đk gì tháng trừ mấy chục đều,1,0,0
chào ngân hàng scb hiện tại sử tôi dụng sacombank chuyển khoản rất tốt từ khi nâng cấp có tính năng có thể tôt hơn hiện tại nhưng máy tôi không phù hôp tình năng trên hiên tại chưa mua được máy cho nên việc chuyển tiền đi không được rất rất bất tiện vui lòng xem và nếu có thể dùng phương pháp nào có thể đủ loại dòng máy sử,4,2,2
đang xài sacombank chuyển khoản ngon lành chưa từng thắc mắc gì tự dưng bắt chuyển sang sacombank qlay nhiều khi cần kiểm tra lại giao dịch trước đó mà sacom play này chỉ giới hạn 30 ngày trước mà bankking có thể xem lại những giao dịch hơn 1 năm trước cũng được,1,0,0
sao đăng nhập vào bị báo không hỗ trợ nữa vậy,1,0,1
không xài được nữa thì xóa đi để người ta cài sacombank pay,1,0,0
tệ,1,0,0
hay,5,2,0
bắt chuyển đổi qua sacompay bên sacompay ứng dụng ngân hàng mà như gì vậy hơi bực à,4,2,0
bị trừ tiền không biết nguyên nhân,1,0,2
sao ứng dụng ngừng hỗ trợ rồi,2,0,0
tot,5,2,0
tốt,5,2,0
ứng dụng ngân hàng xài rất tệ hay bị lỗi,1,0,0
quá tuyệt vời,4,2,0
hay bị lỗi đối cái mật khẩu mà bao lâu làm đúng như hướng dẫn mà cứ báo lỗi hoài trong khi các ngân hàng khác thì một lần là xong,1,0,1
khong dang nhap duoc bat tải sacombank pay mã may keu khong tuong thich với sacombank pay goi dien thi khong giai dap giai quyet được gi oi lay,1,0,0
ứng dụng ngân hàng đang dùng thì tạm dừng dịch vụ bắt chuyển sang sacombank pay mà sacombank pay chỉ giao dịch 10 triệu ngày thực sự bất tiện,2,0,0
rất tốt,5,2,0
không vào được,1,0,1
chỉ nên cho 1 sao nếu có 0 1 sao cũng chỉ đáng như vậy 2 số tài khoản mà tích hợp trong 4 ngày làm không xong kêu xóa bỏ 1 số tài khoản cũng không xóa được cảm thấy đội ngũ it của sacombank toàn bọn đầu tôm ngu hon cả chó tấy chay sacombank là vừa đẹp rồi vì nó đã ngu mà còn lười thì không thể chấp nhận được,1,0,0
tốt thật tuyệt vời,5,2,0
vào ứng dụng toàn lỗi trong khi đã làm sinh trắc học lỗi quá lỗi rút hết tiền làm tài khoản ngân hàng khác cho xong,3,1,2
tại sao tôi lại không sử dụng được ứng dụng này nữa,3,1,0
hay quá,5,2,0
mình muốn đăng kí sinh trắc học,3,1,0
tốt tốt tốt,5,2,0
ngân hàng có cái ứng dụng tệ nhất trong các ngân hàng tận 2 3 cái ứng dụng cái nào như cái nấy toàn không ra hồn,1,0,0
kết nối an toàn,5,2,0
tuyệt vời,5,2,0
tot,5,2,0
tự nhiên không cho xài nữa tự nhiên bắt xài sacombank pay làm sao để có thể xài lại được sacombank mbanking vậy,2,0,0
đã xác thực sinh trắc học từ lâu xài bình thường bữa giờ tự dưng hôm nay báo khóa tài khoản bắt xài sacombanh pay cập nhật thông tin nhưng cũng khóa luôn như vậy là phải tốn một buổi ra ngân hàng nói chung là tệ ứng dụng thì thanh toán cuối tuần hoặc buổi tối thì hay lỗi đợt này ra ngân hàng cập nhật cho xong rồi chuyển tiền qua xài ngân hàng khác cho rồi,1,0,1
nhu lồn ứng dụng dừng hoạt động không thôg báo 1 câu,1,0,0
tệ hại 1 ngân hàng lại tận 3 ứng dụng và chưa kể từng có phốt và kiện cáo trong quá khứ nên đổi sang ngân hàng khác cho lành vì cái nghị định tự đái vào chân,1,0,0
tot,5,2,0
xài bao nhiêu năm bây giờ thấy thất vọng tiền trong ngân hàng rút không được mà gọi điện thoại không ai nghe,1,0,2
tot,5,2,0
vào ứng dụng bắt sang sacombank pay xác thực xong bảo không hợp lệ 10 lần quét mặt như tội phạm vẫn không hợp lệ ứng dụng như dbrr,1,0,1
tốt,5,2,0
tốt,5,2,0
ứng dụng cứ bị lỗi suốt rất bực bội,1,0,0
ứng dụng này không còn hoạt động nữa à chỉ sử dụng ứng dụng sacompay thôi hả bạn,5,2,0
ứng dụng cùi bắp so với các ngân hàng khác như techcombank vietinbank,1,0,0
hết sử dụng cũng không báo khách hàng 1 câu ngày chuyển qua pay lại lỗi lum la ngân hàng lớn mà lv như con nít,1,0,0
sao hôm nay ứng dụng ứng dụng sacombank chuyển khoản tự nhiên đăng nhập bị lỗi liên tục vậy,2,0,1
không đăng nhập được bắt phải chuyển qua sacombank pay trong khi sacombank pay cũng bị lỗi gọi điện vào hotline thì không có ai nghe máy cho nghe nhạc chờ nhưng vẫn trừ tiền cước cuộc gọi tôi xài sacom 12 năm rồi nhưng nay quyết định chuyển qua vietcombank,1,0,1
tốt,5,2,0
tốt,5,2,0
dang nhap khong duoc,1,0,0
thái độ nhân viên tệ,1,0,0
tại sao đã đăng kí sinh trắc học onl và khi không vào ứng dụng được thông báo đăng kí sacompay để tiếp tục sử dụng đã đăng nhập lại sacompay tại sao vẫn chưa vào được gọi hỗ trợ 10 cuộc không một tư vấn viên không nghe mong nhân viên ứng dụng hỗ trợ giải quyết không đăng nhập được là như thế nào sao lại không thông báo chi tiết để hiểu và tìm kiếm sự hỗ trợ hay như thế nào,2,0,1
quý ngân hàng nên tập trung phát triển 1 hoặc 2 ứng dụng chính nhiều ứng dụng tùm lum mỗi lần dừng ứng dụng hoặc đổi ứng dụng thì rất mất công khó sử dụng,3,1,0
sao không đăng nhập vô được vậy ạ,3,1,1
tại sao phải xài 2 ứng dụng nhỉ phiền phức thật sự,1,0,0
ứng dụng này tuy khó dùng nhưng ít lỗi vặt không như sacombank pay tại sao không hỗ trợ song song cả 2 mà lại cắt,3,1,0
tốt,1,0,0
đùa nhau à cái ứng dụng gì mà lỗi tùm lum vậy trời lúc cần chuyển tiền thì báo lỗi tùm lum nay lại báo ứng dụng ngưng hoạt động chả hiểu làm việc kiểu gì 1 cái ngân hàng mà mấy cái ứng dụng,1,0,2
điện thoại không tưong thích sacombank bay thì làm cách nào để tải được,3,1,0
mình không đăng nhập vào tài khoản được lý do ứng dụng trên đã ngừng hỗ trợ và chuyển qua sacombank pay xin hỏi lý do tại sao cảm ơn nhiều,5,2,1
ứng dụng này bị xóa rồi hả s không đăng nhập được,1,0,1
tệ,1,0,0
ứng dụng tiện lợi hơn nhanh gọn tại sao lại ngừng hỗ trợ mong xem xét lại,5,2,0
đề nghị mở lại ứng dụng để chuyển tiền,1,0,2
không biết là mình chỉ dùng chuyển khoản mà không dùng thẻ vật lý được không ạ,5,2,0
ứng dụng tốt,5,2,0
ngân hàng gì chuyển khoản internet banking t7 cn đợi tới t2 mới duyệt đi mua đồ chuyển khoản kiểu này chết người quá tệ,1,0,0
sao mà không vào được ứng dụng vậy trời cứ lên logo xanh lè rồi đứng hình luôn là sao,4,2,1
ứng dụng lỗi không nhận được mã mã xác thực hôm nay thì lại bị tên đăng nhập không hợp lệ cạn lời,1,0,1
hài lòng,5,2,0
ứng dụng báo tn nhận tiền chậm 10p quét mã thanh toán hay bị lổi,1,0,2
tốt,5,2,0
ứng dụng này đơn giản nếu có cơ hội sẽ xài,5,2,3
tự nhiên không đăng nhập được gọi hotline thì giống như đang bị bên nào đó lừa đảo nghi ngờ tính xác thực của sacombank chắc khoá tài khoản chứ phiền quá,1,0,1
trừ phí mã xác thực gần 400 nghìn một tháng năm rồi đâu trừ dữ vậy không dùng ngân hàng này nữa,1,0,1
hôm nay ứng dụng sacombank chạy như 2 chữ quần què sự tồi tệ khi dùng internet ngân hàng hôm nay,1,0,0
sao không tìm thấy chỗ làm sinh trắc học,5,2,0
ứng dụng tốt,5,2,0
tốt,5,2,0
okla,5,2,0
trải nghiệm tốt,5,2,0
ứng dụng tuyệt vời,5,2,0
không dùng cũng trừ tiền,1,0,2
mọi thứ đều tốt hơn cả mong đợi nhưng điê giờ thoại oppo a96 lại không cập nhật trắc sinh học được mong quản trị viên nâng cấp cho tất cả dòng máy đều cập nhật được mà không cần phải ra ngân hàng khi rất bận,5,2,0
tốt,5,2,0
không có gì để chê chất lượng phục vụ truy cập tuyệt vời,5,2,0
không vô được sacombank chuyển khoản hệ thống đang bị gì vậy,1,0,0
s mỗi lần vào ứng dụng là hiện lên dòng chữ phải tắt quyền trợ năng nhưng tôi đã tắt rồi mà vẫn không vào được thế nhân viên,3,1,1
đăng nhập lỗi miết lên ngân hàng nhờ nhân viên mở mở xong về nhà làm lại lỗi mà phải xài 2 ứng dụng quá rắc rối mai lên ngân hàng hủy rồi qua ngân hàng khác làm bực mình,1,0,1
cứ bắt tắt quyền trợ năng là quyền gì báo không à,1,0,0
tốt,5,2,0
lỗi đăng nhập hoài,2,0,1
rất hữu ít tiện lợi,5,2,0
tự nhiên trừ 1 triệu không bình thường lý do,1,0,0
quá tệ trừ tiền phí sms linh tinh thích thì trừ cộng dồn ngày vào để cho nhiều sms rồi trừ 1 thể cho mát ngân hàng cùi bắp,1,0,2
rất hài lòng,5,2,0
ứng dụng lỗi hoài luôn nhiều khi đang cần chuyển khoản gấp vô toàn bị lỗi,2,0,0
tại sao không quét hình ảnh mã mã qr lưu trong điện thoại được cùi bắp quá,1,0,0
very good,5,2,0
ứng dụng quá tệ khách chuyển khoản lúc báo lúc không xem giao dịch cũng không có,3,1,0
dịch vụ tệ chỉ nói vậy thôi,2,0,0
tại sao tôi lại không vào tài khoản của mình được cứ bấm vào lại nhảy ra thất vọng,2,0,1
tôi không tải sacombak play vi khong tuong thích với phiên ban,1,0,0
sao vào ứng dụng không dược vay,2,0,0
không có dịch vụ sinh trắc học phải ra ngân hàng làm à,1,0,0
tốt,5,2,0
tại sao mỗi tháng lại trừ của tôi 22 nghìn với tiêu đề là combo da loi tôi có nghi vấn rằng công ty của bạn đang có chuột,1,0,0
mỗi lần đổi thiết bị là gặp ác mộng rắc rối phức tạp,1,0,0
hiện mình không đặt vé xem phim được xin nhờ hỗ trợ với,5,2,0
tốt,5,2,0
good good,5,2,0
good,5,2,0
mình tin tưởng loan33 c0m để vay tiền,5,2,2
có,5,2,0
quá thất vọng tôi dùng ứng dụng để chuyển tiền liên ngân hàng cứ đến bước xác nhận là báo lỗi hệ thống và bắt đăng nhập lại thật tồi tệ và không thể tin được với ứng dụng ngân hàng,1,0,1
trừ tiền nhiều không hiểu lý do luôn àh,3,1,2
lúc trước dùng rất tốt nhưng gần đây vào mạng không được cứ bị không kết nối máy chủ là sao vậy,3,1,0
ứng dụng lại bị lổi nữa à tệ hỷ,1,0,0
tốt men,5,2,0
ứng dụng chỉ đăng nhập được khi ra ngân hàng nhờ các bạn ở ngân hàng làm giúp về nhà là lỗi hệ thống không đăng nhập được,1,0,1
trợ năng của google cũng bắt phải tắt mới dùng được ngân hàng khó hiểu thật sự,3,1,0
bị xoá,5,2,0
đã tắt trợ năng theo hướng dẫn trên thiết bị xiaomi nhưng ứng dụng vẫn hiển thị popup tắt trợ năng,2,0,0
sao e dang xuat da mà vào không đuoc tim lại thì số điện thoại báo không phải tài khoản,5,2,0
phần mềm quá yếu tệ,1,0,0
đổi điện thoại mới không đăng nhập vào được cứ nói sai tên đăng nhập trong khi đã bấm đúng rất nhiều lần giao diện thì xưa cũ không ứng dụng cao rất bực mình,1,0,1
tệ quá không thể vào được thì sao đăng ký được ạ,1,0,0
không có tính năng xác thực để chuyển tiền từ 10 triệu rất kém,2,0,1
lỗi kìa mấy cha mấy tháng rồi chưa chịu khắc phục nữa nạp thẻ điện thoại không được,1,0,2
tốt,5,2,0
ứng dụng tệ không nâng được hạn mức giao dịch trong ngày 1 lần chuyển chỉ được 10 triệu các ngân hàng khác kể cả ngân hàng nhà nước vẫn chuyển được hơn 50 triệu 1 lần,1,0,0
mat tiền kieu hoi trinh minh tải mbf222 trinh giâ huu lua gat chiem doat hang nghin ty do,1,0,0
trải nghiệm không tốt,1,0,0
cứ dính thông báo tắt quyền trợ năng khi đã reset máy tắt mọi thứ phiền thật sự,2,0,0
điện thoại tôi oppo chạy android 8 1 cài sacombank pay không được phiên bản này không phù hợp điện thoại của bạn vậy tôi phải cài ứng dụng nào để sử dụng cảm ơn,2,0,0
tốt,5,2,0
có the hotro giup minh không minh dang cấp the tải diem giao dich mà gio minh không biết tu nhien minh nghe nguoi ta chỉ la tải scbpay ve nên làm tbeo định danh rồi giờ tu nhien có the cai tài khoản pay nữa điện thoại số điện thoại zalo giờ minh lien ket momo tài khoản dag cấp thẻ tải diem giao cấp thẻ thi van chua được giờ sao,5,2,0
tốt,5,2,0
sacm tốt,1,0,0
ui ứng dụng quá tệ lỗi thời và quê mùa hy vọng ngân hàng sẽ cho làm lại giao diện ứng dụng cho hiện đại trực quan hơn xứng tầm với quy mô ngân hàng không thể hiển thị đầy đủ nội dung giao dịch khó kiểm tra lại lịch sử giao dịch xài một cái thẻ phải tải 3 cái ứng dụng ứng dụng này để kiểm tra giao dịch và chuyển tiền sacombank pay để quản lý thẻ msign để lấy mã mã xác thực phức tạp với người lớn tuổi,1,0,1
đâu mới là ứng dụng smart chuyển khoản của sacombank vậy,3,1,0
ứng dụng bất tiện không tải được mã qr lên,3,1,0
cập nhật 80000 năm vẫn không chiuu sửa lỗi vân tay,3,1,0
mở lại chức năng điều chỉnh hạn mức giao dịch trong ngày dùm đi mấy ông dev,5,2,0
xài tốt nhưng mà như con cặc nên làm thêm tính năng quét mã hình ảnh được lưu trên máy chứ mỗi lần người gửi mã thì không quét mã được bắt phải quét mã trực tiếp,4,2,0
ứng dụng sacombank đang bị lỗi đăng nhập và bị thoát ra mong sớm khắc phục,4,2,1
rất tuyệt,5,2,0
tốt tốt,5,2,0
máy mới đăng nhập không được làm ăn vậy à,1,0,1
good,5,2,0
ngân hàng mà đầu tư cái ứng dụng không ra hồn đăng nhập cứ bắt tắt tính năng trợ năng trên máy mặc dù máy không hề mở tính năng này không sử dụng được thì dẹp luôn chuyển qua ngân hàng khách sử dụng,1,0,1
tốt,5,2,0
trần văn lộc,5,2,0
tốt,5,2,0
xài tốt,5,2,0
toàn tiếng anh,1,0,0
cài đặt trắc sinh học cứ bị thoát ra ngoài không,3,1,0
tốt,5,2,0
ứng dụng ngáo đá tắt quyền trợ năng rồi mà vẫn báo kêu rắt hoài,1,0,0
tốt,5,2,0
tốt,5,2,0
tối nào cũng không tra lịch sử giao dịch được là sao ngân hàng làm ăn tệ quá,1,0,0
nâng hạn mức giao dịch sao không có vậy,3,1,0
tốt,5,2,0
tốt,5,2,0
tại sao e không thể đăng nhập vào máy mới được vậy ạ,3,1,1
không đăng nhập đuoc chắc phải chia tay sacombank xài ngan hang khac sau hơn 20 năm sử dụng tiếc thật,1,0,1
tốt,5,2,0
ngân hàng chó chuyên rút rĩa trừ tiền của khách hàng,1,0,2
sao 2 ngày nay mình vào ứng dụng không được vậy nhân viên cứ báo tên đăng nhập không hợp lệ,2,0,1
vô lúc được lúc không,1,0,0
xài tệ lắm luôn á mõi lần chuyển tiền hay gì phải xóa ứng dụng tải lại mất thời gian mà mở ứng dụng chậm vô cùng chắc ngưng xài quá,1,0,2
tốt,5,2,0
đag sử dụg bình thường tự nhiên cái không sử dụng được cũg không báo gì hết,1,0,0
tốt,5,2,0
tam ổn định hoạt động bình thường,4,2,0
cũng thuận tiện lắm,4,2,0
tot,1,0,0
phần mềm ngu ngốc như thời đồ đá quá tệ quá xấu lạc hậu,1,0,0
ứng dụng không còn phần tự nâng hạn mức giao dịch trong ngày mẩt công mất thời gian phải ra ngân hàng làm,1,0,0
rất tiện ich,5,2,0
mình cài sinh trắc học ở đâu ạ,5,2,0
quá tệ,1,0,0
sao ứng dụng tôi không có mục nâng hạn mức chuyển tiền trong phần cài đặt,1,0,2
vip,4,2,0
tốt lắm,5,2,0
ứng dụng này e mở không lên khi ra nước ngoài có wi fi nhưng không mở được,5,2,0
chuyển tiền đã trừ tiền rồi nhưng hai ngày mà bên kia không nhận được tiền để họ tới tận nơi đòi tao má quê chết mẹ đã xảy ra 2 lần rồi con cặc,1,0,2
không biet đa bị gì mới vao không được,1,0,0
tốt,5,2,0
cài dat ứng dụng điện thoại moi yêu cau tat quyen trợ nang sao minh tìm không thay không phan cài dat điện thoại vay,5,2,0
ứng dụng ngân dỡ nhất trong các ngân hanf,1,0,0
tốt là lựa chọn của toi,5,2,0
chuẩn,5,2,0
tốt,5,2,0
vào ứng dụng không được,3,1,0
ứng dụng như nồn làm được thì làm làm không được nghĩ đi,1,0,0
có cách nào xác thực sinh trắc học trên ứng dụng này luôn không mọi người nếu tải thêm ứng dụng sacombank pay thì bộ nhớ máy không đủ để cài đặt hy vọng nhà phát triển gom chung lại 1 ứng dụng luôn cho tiện ạ,4,2,1
cho mh hỏi cách cài sinh trắc học trên ứng dụng này,3,1,0
củng được à,3,1,0
tran van loc,5,2,0
ứng dụng này không cho xác thực sinh trắc học mà phải chuyển qua dùng sacom pay mới được,1,0,1
ứng dụng gì vô đăng nhập bắt tắt trợ năng máy không có sao tắt bất tiện,1,0,1
làm việc quá chậm,1,0,3
hay lỗi và rất nhiều lần không vào được rút tiền qua mã mã qr cũng lỗi suốt,1,0,1
ứng dụng rất tệ muốn đăng nhập vào cũng khó khăn,1,0,1
đứa nào viêt ứng dụng ngu như bò vậy giao diện như shjt,1,0,3
mình bị trừ tiền rất nhiều mình không biết tại sao nó trừ của mình một lần 200 hơn nói thật đi làm cả tháng chời mà dùng cái ngân hàng nó trừ cỡ đó thì thật sự trải nghiệm quá tệ mình chưa thấy cái ngân hàng nào tệ đến vậy đã sinh viên rồi mà còn trừ tiền cỡ đó bộ không có ưu đãi cho sinh viên hả trời,1,0,2
tốt làm,5,2,0
mọi người cho mh hỏi sao mình đăng nhập vào không được để là tên đăng nhập không tồn tại bị sao vậy mọi người trong khi lúc trước mình vẫn đăng nhập xài bình thường,3,1,1
không hỗ trợ sinh trắc học à,2,0,0
ứng dụng có ui và ux quá tệ nên đầu tư phát triển thêm để tăng trải nghiệm cho người dùng,1,0,3
ngân hàng chơi gì ngộ vậy đang xài ứng dụng này ngon lành giờ xác thực sinh trắc học phải cài thêm sacombank pay nữa hả rồi tạo 2 cái tài khoản tính phí 2 bên luôn hay sao,3,1,1
yêu cầu cho quyền truy cập đủ thứ trên đời vậy vừa phải thôi gỡ cài đặt ngày và luôn,1,0,0
cái ứng dụng như lúc cần chuyển tiền đăng nhập cứ bị thoát,2,0,1
quá tệ,1,0,0
cho em hỏi em tải sacombank vào máy mới sao đang nhập không được hả chị,5,2,0
qua tốt,5,2,0
son vx ncx x bạn zêzxx x mc lc bà x,3,1,0
good,5,2,0
tốt,5,2,0
lỗi đn hoài thì làm ứng dụng làm c gì,1,0,0
tot,5,2,0
ứng dụng như con cặc đăng nhập vô cứ báo tắt tính năng trợ năng gì gì đó bực cả mình,1,0,1
xài cung tốt,5,2,0
tốt,4,2,0
good,5,2,0
myvib thì đăng nhập không được myvib2 0 thì không tương thích,1,0,1
vào trang ktien vn nhận ngày 500 nghìn,1,0,0
vô ktien vn vay tốt với có thưởng 1 triệu,1,0,0
kiếm 1 000 nghìn free thì vào vay9 c0m,5,2,0
tốt,5,2,0
không hài lòng với ngân hàng này lừa đảo ưu đãi ls thẻ tín dụng thành lãi cắt cổ,1,0,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
vay 0 kiếm tiền thì vô vay333 c0m,1,0,2
dịch vụ bằng không,1,0,0
không vào được,1,0,1
rất tốt,5,2,0
kiếm 1triệu vay 0 thì vô vay9 c0m,5,2,0
kiếm tiền vay 0 online vô vay9 c0m,5,2,2
vô trang vaytotnhat c0m vay 0 kiếm 9 triệu,5,2,0
rất bảo ích,5,2,0
tại sao tự động cập nhật phiên bản mới khi tôi đã tắt tự động cập nhật để bây giờ không vào được ứng dụng luôn mà phí tăng lên 33 000đ tháng ăn cướp tiền của người ta à,1,0,1
tốt,5,2,0
bắt nâng cấp lên rồi không vô được ứng dụng nâng cấp vô nghĩa,1,0,0
kiếm 1triệu vay 0 thì vô vay9 c0m,5,2,0
không thấy chỗ đăng kí,1,0,0
tốt,5,2,0
vô trang vay9 c0m để vay 0 kiếm 9 triệu,5,2,0
kiếm tiền vay 0 online vô vay9 c0m,5,2,2
tốt verrgood,5,2,0
cập nhật lên vib 2 0 nhiều tính năng còn thua phiên bản cũ nhìn không trực quan phải căng mắt đọc chữ để tìm chức năng chuyển tiền thì lại điền số tài khoản trước ngân hàng sau tài khoản tiết kiệm không hiện ngày tất toán phải kích vào mới xem được không có chức năng ẩn số dư tài khoản tiết kiệm quá tệ,1,0,2
kiếm 1 000 nghìn free thì vào vay9 c0m,5,2,0
tôi không đăng nhập ngân hàng my vib của mình vậy làm thế nào để lấy lại tên đăng nhập ngân hàng my vib của tôi,5,2,1
dịch vụ chăm sóc khách hàng qua tổng đài quá tệ gọi hotline 18008195 bao nhiêu lần không ai nghe máy sau khi bắt qua đủ các bước và nghe nhạc chờ hết hơn 2 phút kiểu này mà khách mất thẻ tín dụng muốn khóa thẻ thì liên hệ kiểu gì,1,0,0
kiếm tiền vay 0 truy cập vay9 c0m,5,2,2
vô trang vaytotnhat vay 0 kiếm tiền free,5,2,2
ứng dụng đang dùng tốt lại đổi sang 2 0 xong android 7 không cài được,1,0,0
vô trang vaytotnhat c0m vay 0 kiếm 9 triệu,5,2,0
mượt xài bản 2 0 như ghẻ,5,2,0
kêu nần cấp lên 2 0 mà tải hoài không được nản,1,0,0
nâng cấp gì mà giờ không vào được tài khoản số tổng đài thì điện thoại nói được 2 3 câu là tự động kết thúc cuộc gọi để vậy cho người ta xài,1,0,1
nó quá tệ khiến tôi không dùng được tiền trong tài khoản khi báo điện thoại của tôi không tương thích với ứng dụng không lẻ phải đi mua cái điện thoại khác chỉ vì cái ứng dụng này vì vậy tôi sẽ không dùng ngân hàng này nữa,1,0,2
không vào được ứng dụng,1,0,1
tốt,5,2,0
đang bình thường lên nâng cấp 2 0 không tương thích điện thoại xóa khỏi dùng,1,0,0
tổng đài tệ cho 1 sao,1,0,0
kiếm tiền vay 0 truy cập vay9 c0m,5,2,2
tốt,5,2,0
không hiểu sao phiên bản 2 0 kiểu gi không tải dược,1,0,0
nâng cấp 2 0 hãm lỗi bực không muốn sử dụng bên này,1,0,0
e đang kí thẻ tín dụng onl xong giờ khong nhớ tài khoản mật khẩu làm sau vô đây ạ,2,0,1
vô luôn trang vaytotnhat vay 0 nhavô luôn trang vaytotnhat vay 0 nha,5,2,0
đang giao diện thân thiện nâng cấp xuống 2 0 giao diện thời máy nokia chắc học theo nhà nát chính phủ số số đề sổ số lũ khỉ ngoài vào quản lý nát be nát bét,2,0,3
thật tệ,1,0,0
ứng dụng hay bị giật,3,1,0
tạm,4,2,0
tôi rất thích ứng dụng này,5,2,0
tôi không tải về được,5,2,0
chết đột tử không thông báo cho không biết,1,0,0
tốt,5,2,0
không vào đươc,1,0,1
rất tốt,5,2,0
tại sao lên ứng dụng 2 0 lại báo thiết bị của bạn không được là sao,5,2,0
gửi thông tin nâng cấp lên 2 0 khi nâng cấp báo máy không tương thích vậy có nghĩa khách muốn dùng dịch vụ phải thay điện thoại mới hoặc khách đổi ngân hàng khác mà dùng à,1,0,0
tốt rất thích,5,2,0
nâng cấp lên 2 0 là bắt đầu hãm,1,0,0
tài khoản chuyển khoản bị khóa gọi tổng đài liên tục hơn 1 tiếng thì bảo bận gọi không bao giờ được gặp tổng đài viên haiz,2,0,0
vớ vẩn không bằng trước,1,0,0
nâng cấp lên 2 0 rồi giật đó rồi không vào được tài khoản đang lúc cần gấp vì công việc thêm cái 2 0 kén chọn thiết bị này không sử dụng được chậm trễ mất thời gian thiệt tức bức xúc bỏ mẹ luôn làm rắt rối thêm,1,0,1
đang xài tu nhien nâng cấp giống gì báo điện thoại không phù hợp ứng dụng tệ tệ,1,0,0
không biết như thế nào mà từ khi nâng cấp lên 2 0 thì không đăng nhập được cứ báo sai mật khẩu,1,0,1
kiếm tiền vay 0 truy cập vaytotnhat c0m,5,2,2
tại sao tôi không thể đăng nhập vào ứng dụng và liên tục bị thoát ra,3,1,1
ứng dụng đơn giản dễ hiểu dễ sử dụng tiện lợi mỗi chỗ gửi tiền online thi thoảng tạm dừng,4,2,2
không tải được,5,2,0
phiên bản 2 0 đổi được thông tin cá nhân rất hữu ích,5,2,0
vô trang vaytotnhat c0m để vay 0 kiếm tiền,5,2,2
tốt,5,2,0
kiếm tiền vay 0 truy cập vaytotnhat c0m,5,2,2
tốt,5,2,0
rất rất hay bị thoát ra ngày khi nhập mật khẩu đăng nhập thử đi thử lại cả chục lần đều có hiện tượng màn hình bị trắng rồi tải lại yêu cầu nhập mật khẩu dùng rất bực mình,2,0,1
bị,5,2,0
vô trang để vay 0 kiếm tiền,5,2,2
tốt,5,2,0
tuyệt vời,5,2,0
tốt,5,2,0
tra soát giao dịch toàn bị thoát ra không xem được,1,0,3
ứng dụng liên tục lỗi gọi cho tổng đài thì gặp thằng tệ hơi,1,0,0
không được,1,0,0
ngân hàng rẻ rách không làm gì mà lại bị trừ hết 66 nghìn làm ăn như thế à tiền đâu phải dễ kiếm,1,0,2
đăng nhập không được toàn báo lỗi,1,0,1
không hiểu sao ứng dụng này hay bị lỗi cứ đăng nhập vào lại bị đẩy ra,1,0,1
vô đúng trang vay9 c0m được vay 0 online,5,2,0
vay online 0 thì vô trang vaytotnhat,5,2,0
phải để các điện thoại đời thấp hơn truy cập được nếu không khách hàng sẽ gặp khó khăn do phải mua điện thoại khác gây phiền hà không cần thiết,1,0,0
vô luôn trang vay9 c0m vay 0,5,2,0
tổng đài của vib gọi cũng như không mình có mở thẻ bên vib gọi lên tổng đài 18008195 thì gặp tư vấn viên yêu cầu gọi lại và chọn phần a trong khi hướng dẫn tự động thì không có phần a quá thất vọng cho tổng đài vib,1,0,0
không đồng ý thu tiền sms nhiểu đến vậy,1,0,2
đăng ký khó khăn quá,1,0,0
tệ hại,1,0,0
tot,3,1,0
tuyệt vời đã dùng nhiều năm,5,2,0
lỗi không vào ứng dụng được không nhận vân tay,4,2,0
gõ vô vay9 c0m mà vay 0 online,5,2,0
đăng kí không được vô thì lỗi chả hiểu ngân hàng gì đây nữa làm ăn vậy dẹp đi chứ làm gì,1,0,0
vay online 0 thì vô vay9 c0m ngheng,1,0,0
bị trắng màn hình khi vào ứng dụng,2,0,0
hiện đang lỗi cứ kích vào tài khoản thanh toán là thoát ra phải đăng nhập lại lỗi lâu lắm rồi mà không thấy sửa,3,1,1
ứng dụng lại lỗi thoát tùm lum rồi,1,0,3
vô luôn trang vay9 c0m vay 0,5,2,0
